Plan,Cloud,Compute type,Instance,vCPU,Memory (GB),DBU/hour,Rate/hour,Instance_df_1,instanceFamily,instanceFamilyName,location,locationName,locationType,locationContinent,currentGeneration,supportedUsageClasses,processorArchitectures,processorClockSpeedInGhz,processorManufacturer,processor,processorFeatures,vCpus,vCpuCores,memorySizeInMiB,storage,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,spotWindowsHr,spotWindowsMonth
Enterprise,AWS,All-Purpose Compute,m4.large,2,8,0.4,0.26,m4.large,m4,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.4,Intel,Intel Xeon E5-2676 v3 (Haswell),Intel AVX; Intel AVX2; Intel Turbo,2,1,8192,EBS only,0.1,73,0.0451,32.92,0.1105,80.67
Enterprise,AWS,All-Purpose Compute,m4.2xlarge,8,32,1.5,0.975,m4.2xlarge,m4,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.4,Intel,Intel Xeon E5-2676 v3 (Haswell),Intel AVX; Intel AVX2; Intel Turbo,8,4,32768,EBS only,0.4,292,0.1699,124.03,0.4257,310.76
Enterprise,AWS,All-Purpose Compute,m4.4xlarge,16,64,3,1.95,m4.4xlarge,m4,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.4,Intel,Intel Xeon E5-2676 v3 (Haswell),Intel AVX; Intel AVX2; Intel Turbo,16,8,65536,EBS only,0.8,584,0.298,217.54,0.8747,638.53
Enterprise,AWS,All-Purpose Compute,m4.10xlarge,40,160,8,5.2,m4.10xlarge,m4,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.4,Intel,Intel Xeon E5-2676 v3 (Haswell),Intel AVX; Intel AVX2; Intel Turbo,40,20,163840,EBS only,2,1460,0.6627,483.77,2.1911,1599.5
Enterprise,AWS,All-Purpose Compute,m4.16xlarge,64,256,12,7.8,m4.16xlarge,m4,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,64,32,262144,EBS only,3.2,2336,1.2457,909.36,3.4963,2552.3
Enterprise,AWS,All-Purpose Compute,m5.large,2,8,0.34,0.221,m5.large,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,8192,EBS only,0.096,70.08,0.0362,26.43,0.1101,80.37
Enterprise,AWS,All-Purpose Compute,m5.xlarge,4,16,0.69,0.4485,m5.xlarge,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,EBS only,0.192,140.16,0.0684,49.93,0.2197,160.38
Enterprise,AWS,All-Purpose Compute,m5.2xlarge,8,32,1.37,0.8905,m5.2xlarge,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,EBS only,0.384,280.32,0.1619,118.19,0.4395,320.83
Enterprise,AWS,All-Purpose Compute,m5.4xlarge,16,64,2.74,1.781,m5.4xlarge,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,EBS only,0.768,560.64,0.3307,241.41,0.8674,633.2
Enterprise,AWS,All-Purpose Compute,m5.8xlarge,32,128,5.48,3.562,m5.8xlarge,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,131072,EBS only,1.536,1121.28,0.5261,384.05,1.7542,1280.57
Enterprise,AWS,All-Purpose Compute,m5.12xlarge,48,192,8.23,5.3495,m5.12xlarge,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,EBS only,2.304,1681.92,0.7237,528.3,2.4384,1780.03
Enterprise,AWS,All-Purpose Compute,m5.16xlarge,64,256,10.96,7.124,m5.16xlarge,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,EBS only,3.072,2242.56,0.9065,661.75,3.5132,2564.64
Enterprise,AWS,All-Purpose Compute,m5.24xlarge,96,384,16.46,10.699,m5.24xlarge,m5,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,393216,EBS only,4.608,3363.84,1.3351,974.62,5.2067,3800.89
Enterprise,AWS,All-Purpose Compute,m5a.large,2,8,0.31,0.2015,m5a.large,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,2,1,8192,EBS only,0.086,62.78,0.035,25.55,0.1081,78.91
Enterprise,AWS,All-Purpose Compute,m5a.xlarge,4,16,0.61,0.3965,m5a.xlarge,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,4,2,16384,EBS only,0.172,125.56,0.0676,49.35,0.2155,157.31
Enterprise,AWS,All-Purpose Compute,m5a.2xlarge,8,32,1.23,0.7995,m5a.2xlarge,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,8,4,32768,EBS only,0.344,251.12,0.1375,100.38,0.4271,311.78
Enterprise,AWS,All-Purpose Compute,m5a.4xlarge,16,64,2.46,1.599,m5a.4xlarge,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,16,8,65536,EBS only,0.688,502.24,0.2935,214.25,0.8501,620.57
Enterprise,AWS,All-Purpose Compute,m5a.8xlarge,32,128,4.91,3.1915,m5a.8xlarge,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,32,16,131072,EBS only,1.376,1004.48,0.5672,414.06,1.7133,1250.71
Enterprise,AWS,All-Purpose Compute,m5a.12xlarge,48,192,7.37,4.7905,m5a.12xlarge,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,48,24,196608,EBS only,2.064,1506.72,0.7412,541.08,2.5849,1886.98
Enterprise,AWS,All-Purpose Compute,m5a.16xlarge,64,256,9.83,6.3895,m5a.16xlarge,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,64,32,262144,EBS only,2.752,2008.96,1.0075,735.48,3.2192,2350.02
Enterprise,AWS,All-Purpose Compute,m5a.24xlarge,96,384,14.74,9.581,m5a.24xlarge,m5a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,96,48,393216,EBS only,4.128,3013.44,1.364,995.72,4.9728,3630.14
Enterprise,AWS,All-Purpose Compute,m5d.large,2,8,0.34,0.221,m5d.large,m5d,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,8192,1 x 75 NVMe SSD,0.113,82.49,0.0461,33.65,0.1142,83.37
Enterprise,AWS,All-Purpose Compute,m5d.xlarge,4,16,0.69,0.4485,m5d.xlarge,m5d,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,1 x 150 NVMe SSD,0.226,164.98,0.1046,76.36,0.2224,162.35
Enterprise,AWS,All-Purpose Compute,m5d.4xlarge,16,64,2.74,1.781,m5d.4xlarge,m5d,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,2 x 300 NVMe SSD,0.904,659.92,0.4086,298.28,0.8982,655.69
Enterprise,AWS,All-Purpose Compute,m5d.8xlarge,32,128,5.48,3.562,m5d.8xlarge,m5d,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,131072,2 x 600 NVMe SSD,1.808,1319.84,0.7607,555.31,1.8014,1315.02
Enterprise,AWS,All-Purpose Compute,m5d.12xlarge,48,192,8.23,5.3495,m5d.12xlarge,m5d,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,2 x 900 NVMe SSD,2.712,1979.76,0.8597,627.58,2.6903,1963.92
Enterprise,AWS,All-Purpose Compute,m5d.16xlarge,64,256,10.96,7.124,m5d.16xlarge,m5d,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,4 x 600 NVMe SSD,3.616,2639.68,1.4796,1080.11,3.5656,2602.89
Enterprise,AWS,All-Purpose Compute,m5d.24xlarge,96,384,16.46,10.699,m5d.24xlarge,m5d,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,393216,4 x 900 NVMe SSD,5.424,3959.52,1.8482,1349.19,5.2755,3851.12
Enterprise,AWS,All-Purpose Compute,m5dn.large,2,8,0.41,0.2665,m5dn.large,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,2,1,8192,1 x 75 NVMe SSD,0.136,99.28,0.0503,36.72,0.1173,85.63
Enterprise,AWS,All-Purpose Compute,m5dn.xlarge,4,16,0.82,0.533,m5dn.xlarge,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,4,2,16384,1 x 150 NVMe SSD,0.272,198.56,0.1077,78.62,0.233,170.09
Enterprise,AWS,All-Purpose Compute,m5dn.2xlarge,8,32,1.63,1.0595,m5dn.2xlarge,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,8,4,32768,1 x 300 NVMe SSD,0.544,397.12,0.2516,183.67,0.469,342.37
Enterprise,AWS,All-Purpose Compute,m5dn.4xlarge,16,64,3.26,2.119,m5dn.4xlarge,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,16,8,65536,2 x 300 NVMe SSD,1.088,794.24,0.5246,382.96,0.914,667.22
Enterprise,AWS,All-Purpose Compute,m5dn.8xlarge,32,128,6.53,4.2445,m5dn.8xlarge,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,32,16,131072,2 x 600 NVMe SSD,2.176,1588.48,1.1411,833,1.8642,1360.87
Enterprise,AWS,All-Purpose Compute,m5dn.12xlarge,48,192,9.79,6.3635,m5dn.12xlarge,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,48,24,196608,2 x 900 GB NVMe SSD,3.264,2382.72,1.2715,928.2,2.5344,1850.11
Enterprise,AWS,All-Purpose Compute,m5dn.16xlarge,64,256,13.06,8.489,m5dn.16xlarge,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,64,32,262144,4 x 600 NVMe SSD,4.352,3176.96,1.636,1194.28,3.4223,2498.28
Enterprise,AWS,All-Purpose Compute,m5dn.24xlarge,96,384,19.58,12.727,m5dn.24xlarge,m5dn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,96,48,393216,4 x 900 NVMe SSD,6.528,4765.44,2.5052,1828.8,5.5529,4053.62
Enterprise,AWS,All-Purpose Compute,m5n.large,2,8,0.36,0.234,m5n.large,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,2,1,8192,EBS only,0.119,86.87,0.0532,38.84,0.114,83.22
Enterprise,AWS,All-Purpose Compute,m5n.xlarge,4,16,0.71,0.4615,m5n.xlarge,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,4,2,16384,EBS only,0.238,173.74,0.0949,69.28,0.2271,165.78
Enterprise,AWS,All-Purpose Compute,m5n.2xlarge,8,32,1.43,0.9295,m5n.2xlarge,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,8,4,32768,EBS only,0.476,347.48,0.225,164.25,0.4516,329.67
Enterprise,AWS,All-Purpose Compute,m5n.4xlarge,16,64,2.86,1.859,m5n.4xlarge,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,16,8,65536,EBS only,0.952,694.96,0.4093,298.79,0.9055,661.01
Enterprise,AWS,All-Purpose Compute,m5n.8xlarge,32,128,5.71,3.7115,m5n.8xlarge,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,32,16,131072,EBS only,1.904,1389.92,0.9463,690.8,1.7568,1282.46
Enterprise,AWS,All-Purpose Compute,m5n.12xlarge,48,192,8.57,5.5705,m5n.12xlarge,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,48,24,196608,EBS only,2.856,2084.88,1.2197,890.38,2.7237,1988.3
Enterprise,AWS,All-Purpose Compute,m5n.16xlarge,64,256,11.42,7.423,m5n.16xlarge,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,64,32,262144,EBS only,3.808,2779.84,1.6571,1209.68,3.5878,2619.09
Enterprise,AWS,All-Purpose Compute,m5n.24xlarge,96,384,17.14,11.141,m5n.24xlarge,m5n,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,96,48,393216,EBS only,5.712,4169.76,2.4043,1755.14,5.4133,3951.71
Enterprise,AWS,All-Purpose Compute,m5zn.large,2,8,0.5,0.325,m5zn.large,m5zn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,4.5,Intel,Intel Xeon Platinum 8252,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,8192,EBS only,0.1652,120.6,0.0646,47.16,0.1228,89.64
Enterprise,AWS,All-Purpose Compute,m5zn.2xlarge,8,32,2,1.3,m5zn.2xlarge,m5zn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,4.5,Intel,Intel Xeon Platinum 8252,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,EBS only,0.6607,482.31,0.3176,231.85,0.4849,353.98
Enterprise,AWS,All-Purpose Compute,m5zn.3xlarge,12,48,3,1.95,m5zn.3xlarge,m5zn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,4.5,Intel,Intel Xeon Platinum 8252,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,12,6,49152,EBS only,0.991,723.43,0.5697,415.88,0.7361,537.35
Enterprise,AWS,All-Purpose Compute,m5zn.6xlarge,24,96,6,3.9,m5zn.6xlarge,m5zn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,4.5,Intel,Intel Xeon Platinum 8252,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,24,12,98304,EBS only,1.982,1446.86,1.0554,770.44,1.4596,1065.51
Enterprise,AWS,All-Purpose Compute,m5zn.12xlarge,48,192,12,7.8,m5zn.12xlarge,m5zn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,4.5,Intel,Intel Xeon Platinum 8252,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,EBS only,3.9641,2893.79,1.9371,1414.08,2.8969,2114.74
Enterprise,AWS,All-Purpose Compute,m6g.large,2,8,0.39,0.2535,m6g.large,m6g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,2,2,8192,EBS only,0.077,56.21,0.0267,19.49,0,0
Enterprise,AWS,All-Purpose Compute,m6g.xlarge,4,16,0.77,0.5005,m6g.xlarge,m6g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,4,4,16384,EBS only,0.154,112.42,0.0472,34.46,0,0
Enterprise,AWS,All-Purpose Compute,m6g.2xlarge,8,32,1.54,1.001,m6g.2xlarge,m6g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,8,8,32768,EBS only,0.308,224.84,0.1138,83.07,0,0
Enterprise,AWS,All-Purpose Compute,m6g.4xlarge,16,64,3.07,1.9955,m6g.4xlarge,m6g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,16,16,65536,EBS only,0.616,449.68,0.2144,156.51,0,0
Enterprise,AWS,All-Purpose Compute,m6g.8xlarge,32,128,6.13,3.9845,m6g.8xlarge,m6g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,32,32,131072,EBS only,1.232,899.36,0.3954,288.64,0,0
Enterprise,AWS,All-Purpose Compute,m6g.12xlarge,48,192,9.21,5.9865,m6g.12xlarge,m6g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,48,48,196608,EBS only,1.848,1349.04,0.596,435.08,0,0
Enterprise,AWS,All-Purpose Compute,m6g.16xlarge,64,256,12.28,7.982,m6g.16xlarge,m6g,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,64,64,262144,EBS only,2.464,1798.72,0.7204,525.89,0,0
Enterprise,AWS,All-Purpose Compute,m6gd.large,2,8,0.39,0.2535,m6gd.large,m6gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,2,2,8192,1 x 118 NVMe SSD,0.0904,65.99,0.0327,23.87,0,0
Enterprise,AWS,All-Purpose Compute,m6gd.xlarge,4,16,0.77,0.5005,m6gd.xlarge,m6gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,4,4,16384,1 x 237 NVMe SSD,0.1808,131.98,0.0785,57.3,0,0
Enterprise,AWS,All-Purpose Compute,m6gd.2xlarge,8,32,1.54,1.001,m6gd.2xlarge,m6gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,8,8,32768,1 x 475 NVMe SSD,0.3616,263.97,0.1293,94.39,0,0
Enterprise,AWS,All-Purpose Compute,m6gd.4xlarge,16,64,3.07,1.9955,m6gd.4xlarge,m6gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,16,16,65536,1 x 950 NVMe SSD,0.7232,527.94,0.2728,199.14,0,0
Enterprise,AWS,All-Purpose Compute,m6gd.8xlarge,32,128,6.13,3.9845,m6gd.8xlarge,m6gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,32,32,131072,1 x 1900 NVMe SSD,1.4464,1055.87,0.5595,408.44,0,0
Enterprise,AWS,All-Purpose Compute,m6gd.12xlarge,48,192,9.21,5.9865,m6gd.12xlarge,m6gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,48,48,196608,2 x 1425 NVMe SSD,2.1696,1583.81,0.6715,490.19,0,0
Enterprise,AWS,All-Purpose Compute,m6gd.16xlarge,64,256,12.28,7.982,m6gd.16xlarge,m6gd,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,64,64,262144,2 x 1900 NVMe SSD,2.8928,2111.74,0.8079,589.77,0,0
Enterprise,AWS,All-Purpose Compute,m6i.large,2,8,0.38,0.247,m6i.large,m6i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,8192,EBS only,0.096,70.08,0.0366,26.72,0.1091,79.64
Enterprise,AWS,All-Purpose Compute,m6i.xlarge,4,16,0.76,0.494,m6i.xlarge,m6i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,EBS only,0.192,140.16,0.0708,51.68,0.2195,160.24
Enterprise,AWS,All-Purpose Compute,m6i.2xlarge,8,32,1.52,0.988,m6i.2xlarge,m6i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,EBS only,0.384,280.32,0.1407,102.71,0.4395,320.83
Enterprise,AWS,All-Purpose Compute,m6i.4xlarge,16,64,3.04,1.976,m6i.4xlarge,m6i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,EBS only,0.768,560.64,0.28,204.4,0.873,637.29
Enterprise,AWS,All-Purpose Compute,m6i.12xlarge,48,192,9.12,5.928,m6i.12xlarge,m6i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,EBS only,2.304,1681.92,0.7602,554.95,2.6101,1905.37
Enterprise,AWS,All-Purpose Compute,m6i.16xlarge,64,256,12.16,7.904,m6i.16xlarge,m6i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,EBS only,3.072,2242.56,1.1314,825.92,3.5022,2556.61
Enterprise,AWS,All-Purpose Compute,m61.24xlarge,96,384,18.24,11.856,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,All-Purpose Compute,m6i.32xlarge,128,512,24.32,15.808,m6i.32xlarge,m6i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,524288,EBS only,6.144,4485.12,1.9127,1396.27,6.7593,4934.29
Enterprise,AWS,All-Purpose Compute,m6id.large,2,8,0.38,0.247,m6id.large,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,8192,1 x 118 NVMe SSD,0.1187,86.61,0.0438,31.97,0.1162,84.83
Enterprise,AWS,All-Purpose Compute,m6id.xlarge,4,16,0.76,0.494,m6id.xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,1 x 237 NVMe SSD,0.2373,173.23,0.0807,58.91,0.2153,157.17
Enterprise,AWS,All-Purpose Compute,m6id.2xlarge,8,32,1.52,0.988,m6id.2xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,1 x 474 NVMe SSD,0.4746,346.46,0.1676,122.35,0.4338,316.67
Enterprise,AWS,All-Purpose Compute,m6id.4xlarge,16,64,3.04,1.976,m6id.4xlarge,m6id,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,1 x 950 NVMe SSD,0.9492,692.92,0.3383,246.96,0.9062,661.53
