Plan,Cloud,Compute type,Instance,vCPU,Memory (GB),DBU/hour,Rate/hour,Instance_df_1,instanceFamily,instanceFamilyName,location,locationName,locationType,locationContinent,currentGeneration,supportedUsageClasses,processorArchitectures,processorClockSpeedInGhz,processorManufacturer,processor,processorFeatures,vCpus,vCpuCores,memorySizeInMiB,storage,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,spotWindowsHr,spotWindowsMonth
Enterprise,AWS,DLT Advanced Compute,m6idn.12xlarge,48,192,9.12,3.2832,m6idn.12xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,2 x 1425 NVMe SSD,3.8189,2787.78,1.3482,984.19,2.8841,2105.39
Enterprise,AWS,DLT Advanced Compute,m6idn.16xlarge,64,256,12.16,4.3776,m6idn.16xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,2 x 1900 NVMe SSD,5.0918,3717.04,1.8495,1350.13,3.8555,2814.52
Enterprise,AWS,DLT Advanced Compute,m6idn.24xlarge,96,384,18.24,6.5664,m6idn.24xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,393216,4 x 1425 NVMe SSD,7.6378,5575.56,2.6745,1952.38,5.8011,4234.8
Enterprise,AWS,DLT Advanced Compute,m6idn.32xlarge,128,512,24.32,8.7552,m6idn.32xlarge,m6idn,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,524288,4 x 1900 NVMe SSD,10.1837,7434.09,3.3819,2468.79,6.9064,5041.67
Enterprise,AWS,DLT Advanced Compute,m6in.large,2,8,0.38,0.1368,m6in.large,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,8192,EBS only,0.1392,101.64,0.0516,37.67,0.1174,85.7
Enterprise,AWS,DLT Advanced Compute,m6in.xlarge,4,16,0.76,0.2736,m6in.xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,EBS only,0.2785,203.28,0.1227,89.57,0.2315,169
Enterprise,AWS,DLT Advanced Compute,m6in.2xlarge,8,32,1.52,0.5472,m6in.2xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,EBS only,0.5569,406.55,0.2071,151.18,0.4671,340.98
Enterprise,AWS,DLT Advanced Compute,m6in.4xlarge,16,64,3.04,1.0944,m6in.4xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,EBS only,1.1138,813.1,0.4978,363.39,0.9314,679.92
Enterprise,AWS,DLT Advanced Compute,m6in.8xlarge,32,128,6.08,2.1888,m6in.8xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,131072,EBS only,2.2277,1626.21,0.9842,718.47,1.8752,1368.9
Enterprise,AWS,DLT Advanced Compute,m6in.12xlarge,48,192,9.12,3.2832,m6in.12xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,EBS only,3.3415,2439.31,1.4682,1071.79,2.806,2048.38
Enterprise,AWS,DLT Advanced Compute,m6in.16xlarge,64,256,12.16,4.3776,m6in.16xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,EBS only,4.4554,3252.41,1.7828,1301.44,3.7135,2710.86
Enterprise,AWS,DLT Advanced Compute,m6in.24xlarge,96,384,18.24,6.5664,m6in.24xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,393216,EBS only,6.683,4878.62,3.0046,2193.36,5.5884,4079.53
Enterprise,AWS,DLT Advanced Compute,m6in.32xlarge,128,512,24.32,8.7552,m6in.32xlarge,m6in,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,524288,EBS only,8.9107,6504.83,3.681,2687.13,7.3708,5380.68
Enterprise,AWS,DLT Advanced Compute,m7a.xlarge,4,16,0.9,0.324,m7a.xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,4,4,16384,EBS only,0.2318,169.24,0.085,62.05,0.226,164.98
Enterprise,AWS,DLT Advanced Compute,m7a.2xlarge,8,32,1.8,0.648,m7a.2xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,8,8,32768,EBS only,0.4637,338.49,0.1724,125.85,0.4481,327.11
Enterprise,AWS,DLT Advanced Compute,m7a.4xlarge,16,64,3.6,1.296,m7a.4xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,16,16,65536,EBS only,0.9274,676.97,0.3652,266.6,0.9043,660.14
Enterprise,AWS,DLT Advanced Compute,m7a.8xlarge,32,128,7.2,2.592,m7a.8xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,32,32,131072,EBS only,1.8547,1353.95,0.6744,492.31,1.6952,1237.5
Enterprise,AWS,DLT Advanced Compute,m7a.12xlarge,48,192,10.8,3.888,m7a.12xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,48,48,196608,EBS only,2.7821,2030.92,0.9087,663.35,2.6987,1970.05
Enterprise,AWS,DLT Advanced Compute,m7a.16xlarge,64,256,14.4,5.184,m7a.16xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,64,64,262144,EBS only,3.7094,2707.89,1.1082,808.99,3.6129,2637.42
Enterprise,AWS,DLT Advanced Compute,m7a.24xlarge,96,384,21.6,7.776,m7a.24xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,96,96,393216,EBS only,5.5642,4061.84,1.6322,1191.51,5.3831,3929.66
Enterprise,AWS,DLT Advanced Compute,m7a.32xlarge,128,512,28.8,10.368,m7a.32xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,128,128,524288,EBS only,7.4189,5415.78,2.0265,1479.35,7.234,5280.82
Enterprise,AWS,DLT Advanced Compute,m7a.48xlarge,192,768,43.2,15.552,m7a.48xlarge,m7a,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,192,192,786432,EBS only,11.1283,8123.67,3.0156,2201.39,9.9448,7259.7
Enterprise,AWS,DLT Advanced Compute,m7i.large,2,8,0.42,0.151,m7i.large,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,2,1,8192,EBS only,0.1008,73.58,0.0396,28.91,0.1094,79.86
Enterprise,AWS,DLT Advanced Compute,m7i.xlarge,4,16,0.84,0.302,m7i.xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,4,2,16384,EBS only,0.2016,147.17,0.0711,51.9,0.2208,161.18
Enterprise,AWS,DLT Advanced Compute,m7i.2xlarge,8,32,1.67,0.601,m7i.2xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,8,4,32768,EBS only,0.4032,294.34,0.1437,104.9,0.4366,318.72
Enterprise,AWS,DLT Advanced Compute,m7i.4xlarge,16,64,3.34,1.202,m7i.4xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,16,8,65536,EBS only,0.8064,588.67,0.2947,215.13,0.8432,615.54
Enterprise,AWS,DLT Advanced Compute,m7i.8xlarge,32,128,6.68,2.405,m7i.8xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,32,16,131072,EBS only,1.6128,1177.34,0.588,429.24,1.76,1284.8
Enterprise,AWS,DLT Advanced Compute,m7i.12xlarge,48,192,10.02,3.607,m7i.12xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,48,24,196608,EBS only,2.4192,1766.02,0.8827,644.37,2.6461,1931.65
Enterprise,AWS,DLT Advanced Compute,m7i.16xlarge,64,256,13.36,4.81,m7i.16xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,64,32,262144,EBS only,3.2256,2354.69,1.1495,839.13,3.5057,2559.16
Enterprise,AWS,DLT Advanced Compute,m7i.24xlarge,96,384,20.04,7.214,m7i.24xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,96,48,393216,EBS only,4.8384,3532.03,1.3086,955.28,4.8998,3576.85
Enterprise,AWS,DLT Advanced Compute,m7i.metal-24xl,96,384,20.04,7.214,m7i.metal-24xl,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,96,48,393216,EBS only,4.8384,3532.03,1.2891,941.04,5.3167,3881.19
Enterprise,AWS,DLT Advanced Compute,m7i.48xlarge,192,768,40.08,14.429,m7i.48xlarge,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,192,96,786432,EBS only,9.6768,7064.06,3.4691,2532.44,10.5936,7733.33
Enterprise,AWS,DLT Advanced Compute,m7i.metal-48xl,192,768,40.08,14.429,m7i.metal-48xl,m7i,General purpose,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,192,96,786432,EBS only,9.6768,7064.06,2.3717,1731.34,10.5504,7701.79
Enterprise,AWS,DLT Advanced Compute,r3.xlarge,4,31,1,0.36,r3.xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,4,2,31232,1 x 80 SSD,0.333,243.09,0.1103,80.52,0.3125,228.13
Enterprise,AWS,DLT Advanced Compute,r3.2xlarge,8,61,2,0.72,r3.2xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,8,4,62464,1 x 160 SSD,0.665,485.45,0.2472,180.46,0.4997,364.78
Enterprise,AWS,DLT Advanced Compute,r3.4xlarge,16,122,4,1.44,r3.4xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,16,8,124928,1 x 320 SSD,1.33,970.9,0.4238,309.37,0.8582,626.49
Enterprise,AWS,DLT Advanced Compute,r3.8xlarge,32,244,8,2.88,r3.8xlarge,r3,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon E5-2670 v2 (Ivy Bridge),Intel AVX; Intel Turbo,32,16,249856,2 x 320 SSD,2.66,1941.8,0.9214,672.62,1.3356,974.99
Enterprise,AWS,DLT Advanced Compute,r4.xlarge,4,31,1,0.36,r4.xlarge,r4,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,4,2,31232,EBS only,0.266,194.18,0.1069,78.04,0.2322,169.51
Enterprise,AWS,DLT Advanced Compute,r4.2xlarge,8,61,2,0.72,r4.2xlarge,r4,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,8,4,62464,EBS only,0.532,388.36,0.2172,158.56,0.4626,337.7
Enterprise,AWS,DLT Advanced Compute,r4.4xlarge,16,122,4,1.44,r4.4xlarge,r4,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,16,8,124928,EBS only,1.064,776.72,0.3986,290.98,0.9163,668.9
Enterprise,AWS,DLT Advanced Compute,r4.8xlarge,32,244,8,2.88,r4.8xlarge,r4,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,32,16,249856,EBS only,2.128,1553.44,0.6993,510.49,1.8513,1351.45
Enterprise,AWS,DLT Advanced Compute,r4.16xlarge,64,488,16,5.76,r4.16xlarge,r4,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,0,"on-demand, spot",x86_64,2.3,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,64,32,499712,EBS only,4.256,3106.88,1.4063,1026.6,3.7371,2728.08
Enterprise,AWS,DLT Advanced Compute,r5.large,2,16,0.45,0.162,r5.large,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,16384,EBS only,0.126,91.98,0.0436,31.83,0.1146,83.66
Enterprise,AWS,DLT Advanced Compute,r5.xlarge,4,32,0.9,0.324,r5.xlarge,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,32768,EBS only,0.252,183.96,0.0808,58.98,0.2286,166.88
Enterprise,AWS,DLT Advanced Compute,r5.2xlarge,8,64,1.8,0.648,r5.2xlarge,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,65536,EBS only,0.504,367.92,0.1894,138.26,0.4627,337.77
Enterprise,AWS,DLT Advanced Compute,r5.4xlarge,16,128,3.6,1.296,r5.4xlarge,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,131072,EBS only,1.008,735.84,0.3654,266.74,0.9186,670.58
Enterprise,AWS,DLT Advanced Compute,r5.8xlarge,32,256,7.2,2.592,r5.8xlarge,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,262144,EBS only,2.016,1471.68,0.5671,413.98,1.77,1292.1
Enterprise,AWS,DLT Advanced Compute,r5.12xlarge,48,384,10.8,3.888,r5.12xlarge,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,393216,EBS only,3.024,2207.52,0.988,721.24,2.5104,1832.59
Enterprise,AWS,DLT Advanced Compute,r5.16xlarge,64,512,14.4,5.184,r5.16xlarge,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,524288,EBS only,4.032,2943.36,1.1886,867.68,3.692,2695.16
Enterprise,AWS,DLT Advanced Compute,r5.24xlarge,96,768,21.6,7.776,r5.24xlarge,r5,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,786432,EBS only,6.048,4415.04,1.8062,1318.53,5.0208,3665.18
Enterprise,AWS,DLT Advanced Compute,r5a.large,2,16,0.41,0.1476,r5a.large,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,2,1,16384,EBS only,0.113,82.49,0.044,32.12,0.1132,82.64
Enterprise,AWS,DLT Advanced Compute,r5a.xlarge,4,32,0.81,0.2916,r5a.xlarge,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,4,2,32768,EBS only,0.226,164.98,0.0835,60.96,0.2248,164.1
Enterprise,AWS,DLT Advanced Compute,r5a.2xlarge,8,64,1.61,0.5796,r5a.2xlarge,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,8,4,65536,EBS only,0.452,329.96,0.1919,140.09,0.4466,326.02
Enterprise,AWS,DLT Advanced Compute,r5a.4xlarge,16,128,3.23,1.1628,r5a.4xlarge,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,16,8,131072,EBS only,0.904,659.92,0.3587,261.85,0.8954,653.64
Enterprise,AWS,DLT Advanced Compute,r5a.8xlarge,32,256,6.46,2.3256,r5a.8xlarge,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,32,16,262144,EBS only,1.808,1319.84,0.6115,446.4,1.7862,1303.93
Enterprise,AWS,DLT Advanced Compute,r5a.12xlarge,48,384,9.69,3.4884,r5a.12xlarge,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,48,24,393216,EBS only,2.712,1979.76,0.9796,715.11,2.701,1971.73
Enterprise,AWS,DLT Advanced Compute,r5a.16xlarge,64,512,12.91,4.6476,r5a.16xlarge,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,64,32,524288,EBS only,3.616,2639.68,1.1915,869.79,3.3056,2413.09
Enterprise,AWS,DLT Advanced Compute,r5a.24xlarge,96,768,19.37,6.9732,r5a.24xlarge,r5a,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,AMD,AMD EPYC 7571,AVX; AVX2; AMD Turbo,96,48,786432,EBS only,5.424,3959.52,1.7037,1243.7,5.3733,3922.51
Enterprise,AWS,DLT Advanced Compute,r5d.large,2,16,0.45,0.162,r5d.large,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,2,1,16384,1 x 75 NVMe SSD,0.144,105.12,0.0567,41.39,0.1177,85.92
Enterprise,AWS,DLT Advanced Compute,r5d.xlarge,4,32,0.9,0.324,r5d.xlarge,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,32768,1 x 150 NVMe SSD,0.288,210.24,0.1562,114.03,0.2346,171.26
Enterprise,AWS,DLT Advanced Compute,r5d.2xlarge,8,64,1.8,0.648,r5d.2xlarge,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,65536,1 x 300 NVMe SSD,0.576,420.48,0.3471,253.38,0.464,338.72
Enterprise,AWS,DLT Advanced Compute,r5d.4xlarge,16,128,3.6,1.296,r5d.4xlarge,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,131072,2 x 300 NVMe SSD,1.152,840.96,0.5914,431.72,0.8622,629.41
Enterprise,AWS,DLT Advanced Compute,r5d.8xlarge,32,256,7.2,2.592,r5d.8xlarge,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,262144,2 x 600 NVMe SSD,2.304,1681.92,0.8505,620.87,1.7024,1242.75
Enterprise,AWS,DLT Advanced Compute,r5d.12xlarge,48,384,10.8,3.888,r5d.12xlarge,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,393216,2 x 900 NVMe SSD,3.456,2522.88,1.3213,964.55,2.8047,2047.43
Enterprise,AWS,DLT Advanced Compute,r5d.16xlarge,64,512,14.4,5.184,r5d.16xlarge,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,524288,4 x 600 NVMe SSD,4.608,3363.84,1.578,1151.94,3.5143,2565.44
Enterprise,AWS,DLT Advanced Compute,r5d.24xlarge,96,768,21.6,7.776,r5d.24xlarge,r5d,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8175,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,786432,4 x 900 NVMe SSD,6.912,5045.76,2.1888,1597.82,5.6604,4132.09
Enterprise,AWS,DLT Advanced Compute,r5dn.large,2,16,0.52,0.1872,r5dn.large,r5dn,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,2,1,16384,1 x 75 NVMe SSD,0.167,121.91,0.0645,47.09,0.1219,88.99
Enterprise,AWS,DLT Advanced Compute,r5dn.xlarge,4,32,1.04,0.3744,r5dn.xlarge,r5dn,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,4,2,32768,1 x 150 NVMe SSD,0.334,243.82,0.1512,110.38,0.2459,179.51
Enterprise,AWS,DLT Advanced Compute,r5dn.2xlarge,8,64,2.09,0.7524,r5dn.2xlarge,r5dn,Memory optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.1,Intel,Intel Xeon Platinum 8259 (Cascade Lake),,8,4,65536,1 x 300 NVMe SSD,0.668,487.64,0.3429,250.32,0.487,355.51
